content_id,title,text,category,published_date,word_count,generated_question
1567480,Thai cruise owner faces licence suspension for dumping garbage in Chao Phraya river,"BANGKOK: The owner of a diner cruise faces a licence suspension for allegedly disposing of garbage into the Chao Phraya River, the Transport Ministry said on Thursday (Feb 27).

Deputy Transport Minister Manaporn Charoensri explained that the Royal Galaxy Cruise, operated by Happy International Trade, was responsible for dumping waste into the river, causing significant environmental harm.

The Marine Department's director-general has been instructed to investigate the case and immediately suspend the boat's operating licence, she said.

Additionally, the department has been ordered to file a lawsuit against the cruise's crew members under the Navigation in Thai Waters Act, BE 2456 (1913), for allegedly discarding garbage into the river.

Violators could face up to six months in prison and/or a fine of up to 10,000 baht (US$294), she noted.

The Marine Department has also been tasked with coordinating with relevant agencies to strengthen enforcement against violators and promote cooperation in preserving the Chao Phraya River's marine ecosystem.

Meanwhile, Marine Department director-general Kritphet Chaichuai said officials have been ordered to gather evidence for legal action against the crew at Pakkhlongsan Police Station and conduct an inspection of the diner cruise.

Initially, the department will suspend the boat's operating licence, he said, adding that discussions will be held with the Thai Boats Association and passenger boat operators on measures to protect the river’s ecosystem.

Anyone who witnesses water safety incidents can call the Marine Department’s hotline 1199 anytime, he added. - The Nation/ANN",Politics,2025-02-28,241,What is the name of the diner cruise that is facing a licence suspension for allegedly dumping garbage into the Chao Phraya River?
1567474,Cautious sentiment weakens ringgit against US dollar,"KUALA LUMPUR: Cautious market sentiment and a lack of local catalysts have led the ringgit to trade easier against the US dollar at the opening today.

At 8 am, the ringgit weakened to 4.4530 from 4.4410/4480 at yesterday’s close.

Bank Muamalat Malaysia Bhd chief economist Dr Mohd Afzanizam Abdul Rashid said traders and investors are cautious ahead of the release in the United States (US) Personal Consumption Expenditures inflation data tonight, the Federal Reserve’s preferred inflation gauge.

""On that note, ringgit could stay weak today, with US dollar-ringgit pair likely hovering around its immediate resistant level of RM4.45,” he told Bernama.

Despite Malaysia's strong economic fundamentals, he pointed out that the lack of local catalysts has influenced demand for the ringgit.

""Foreign fund flows in equities remain negative this month. From Feb 3 to 26, net outflows stood at RM1.5 billion, while in January, there were RM3 billion in net sales.

""For the past five consecutive months, foreign investors have been net sellers in our equities market, although the bond market’s performance has been slightly better. This is a systemic risk rather than a reflection of fundamentals, as our economy remains strong,” he added.

Citing a report on foreign outflow in the regional markets, he noted that in February, India recorded a net outflow of US$2.72 million, Indonesia (US$452.1 million), South Korea (US$605.6 million), and Taiwan (US$110.4 million ).

Meanwhile, the ringgit was traded mostly higher against major currencies.

It was higher against the British pound to 5.6090/6317 from 5.6303/6392, and improved against the euro to 4.6284/6472 from 4.6559/6633, but easier against the Japanese yen at 2.9657/9779 from 2.9634/9683.

The local currency was traded mixed against ASEAN currencies.

It appreciated against the Singapore dollar to 3.3015/3153 from 3.3122/3177 and rose against the Thai baht to 13.0636/1241 from 13.0964/1240.

It slipped against the Philippine peso to 7.69/7.73 from yesterday’s close of 7.67/7.69 and declined against the Indonesian rupiah to 270.5/271.8 from 269.8/270.4. - Bernama",Business,2025-02-28,323,What was the exchange rate of the Malaysian ringgit against the US dollar at the opening today?
1567473,Bursa Malaysia slips on overnight fall on Wall Street,"KUALA LUMPUR: Stocks on Bursa Malaysia fell in early trade Friday, tracking overnight losses on Wall Street.

The S&P 500 dropped 1.59% to end the session at 5,861.57 points.

The Nasdaq tumbled 2.78% to 18,544.42 points, while the Dow Jones Industrial Average declined 0.45% to 43,239.50 points.

The FBM KLCI fell 5.99 points, or 0.38%, to 1,580.53 at 9.12 am. The index opened 6.56 points lower at 1,580.04 earlier.

Inter-Pacific Research said the key index may seek near-term stability to end the week on a steadier note, though President Trump’s confirmation of import tariffs on neighbouring countries and China could keep market players cautious.

It noted that with the financial reporting season nearing its end, market players will turn to other developments for trading opportunities.

“Even so, we think that further gains may become more difficult to attain as many market players will still be on a wait-and-see stance, and the key index could instead look to build up a base around 1,580-1,600 levels for the time being.

“There is support at the 1,580-1,583 levels, with the ensuing support pegged at the 1,575 level. The resistances, meanwhile, are at 1,590 and 1,595 points,” Inter-Pacific said.

Meanwhile, Rakuten Trade expressed disappointment over the lack of sustainability in recent buying activity, suggesting that the benchmark index may undergo minor consolidation in the near term.

“As such, we anticipate the index to hover within the 1,580-1,590 range today,” it said.

Among the decliners on Bursa Malaysia, Nestle tumbled RM2.60 to RM85.40, Malaysian Pacific Industries fell 36 sen to RM18.54, ViTrox lost 29 sen to RM3.43, and Genting declined 30 sen to RM3.43.

United Plantations rose 24 sen to RM23.08, PETRONAS Gas added 16 sen to RM17.68, Negri Sembilan Oil Palms gained 15 sen to RM,4 and RHB Bank climbed 11 sen to RM6.87.",Business,2025-02-28,300,"What was the percentage decline of the S&P 500 index on Wall Street, as mentioned in the news?"
1567331,Seoul: North Korean reinforcements sent to Russia,"The South’s spy agency said that North Korea appears to have sent additional troops to Russia, after its soldiers deployed on the Russian-Ukraine fronts suffered heavy casualties.

The National Intelligence Service said in a brief statement on Wednesday it was trying to determine exactly how many more troops North Korea has deployed to Russia.

The NIS also assessed that North Korean troops were redeployed at fronts in Russia’s Kursk region in the first week of February, following a reported temporary withdrawal from the area.

Ukrainian President Volodymyr Zelenskyy, in an address on Feb 7, confirmed a new Ukrainian offensive in Kursk and said North Korean troops were fighting alongside Russian forces there.

North Korea has been supplying a vast amount of conventional weapons to Russia, and last fall it sent about 10,000-12,000 troops to Russia as well, according to US, South Korean and Ukraine intelligence officials.

North Korean soldiers are highly disciplined and well trained, but observers say they’ve become easy targets for drone and artillery attacks on Russian-Ukraine battlefields due to their lack of combat experience and unfamiliarity with the terrain.

In January, the NIS said about 300 North Korean soldiers had died and another 2,700 had been injured. Zelenskyy earlier put the number of killed or wounded North Koreans at 4,000, though US estimates were lower at around 1,200.

Earlier Wednesday, South Korea’s JoongAng Ilbo newspaper, citing unidentified sources, reported that an additional 1,000-3,000 North Korean soldiers were deployed to Kursk between January and February.

South Korea, the US and their partners worry that Russia could reward North Korea by transferring high-tech weapons technologies that can sharply enhance its nuclear weapons programme.

North Korea is expected to receive economic and other assistance from Russia as well.

During talks in Saudi Arabia last week, Russia and the US agreed to start working towards ending the war and improving their diplomatic and economic ties. Ukrainian officials weren’t present at the talks. — AP",Politics,2025-02-28,323,How many additional North Korean troops were reported to have been deployed to Russia's Kursk region between January and February?
1567336,Coexistence poses a jumbo-sized conundrum,"The island nation vowed to urgently tackle costly clashes between villagers and wild elephants after reporting the deaths of nearly 1,200 people and over 3,500 animals in a decade.

Environment Minister Dam­mika Patabendi said that they will build more electrified fences and deploy additional staff to help reduce elephant raids on villages near wildlife sanctuaries.

“We are allocating more money to reduce the human-elephant conflict, and are hopeful that within a short period of time we will be able to mitigate the situation,” Patabendi said yesterday.

Between 2015 and 2024, 1,195 people and 3,484 wild elephants were killed, he said.

In January this year, three more people and 43 elephants were killed.

Opposition legislator Nalin Bandara said the toll was “shocking” and urged authorities to protect people, while also ensuring that the wild animals were not harmed.

He noted that disposing of the carcasses of wild elephants had cost the state about US$11.6mil (RM51.3mil) over a decade, while compensation to victims of elephant attacks was about US$4mil (RM17.6mil) over that period.

Killing or harming elephants is a criminal offence in Sri Lanka, which has an estimated 7,000 wild elephants, which are considered a national treasure, partly due to their significance in Buddhist culture.

However, the massacre continues as desperate farmers struggle with elephants raiding their crops and destroying livelihoods.

Many elephants have been electro­cuted, shot and poisoned. Sometimes explosives-packed fruits are used to injure the animals, often ending in painful deaths.

Elephants are also killed by trains running through their habitats.

Seven elephants, including four calves, were killed when they were run over by an express train in the island’s eastern Habarana region a week ago. It was the worst such accident recorded in the country.

Asian elephants are recognised as endangered by the Inter­national Union for Conservation of Nature.

An estimated 26,000 of them live in the wild, mostly in India, surviving for an average of 60-70 years outside captivity. — AFP",Politics,2025-02-28,323,What measures is Sri Lanka taking to address the ongoing human-elephant conflict and reduce the number of deaths reported in recent years?
1567330,Journo jailed over Facebook posts,"A local court sentenced a lea­ding independent journalist to 30 months in prison over Facebook posts that criticised the government, state media said.

Huy Duc (pic) worked for influential state-run newspapers before authoring one of Vietnam’s most popular blogs and Facebook accounts, where he criticised the country’s communist leaders on issues such as corruption, media control and relations with China.

The court in Hanoi yesterday convicted the 63-year-old of “abusing democratic freedoms to infringe upon the interests of the state” through posting 13 articles on Facebook, according to Vietnam News Agency (VNA).

Huy Duc said he did not intend to oppose the Communist Party or the state, but admitted some content violated its interests, for which he took responsibility and was “very sorry”, VNA reported.

The trial lasted just a few hours.

“These articles have a large number of interactions, comments, and shares, causing negative impacts on social order and safety,” the indictment read, according to state media.

Shortly before his arrest last June, Huy Duc – the journalist’s pen name – took aim online at Vietnam’s most powerful leader To Lam, as well as his predecessor Nguyen Phu Trong.

It was unclear whether the charges related to those particular posts.

Vietnam, a one-party state, has no free media and clamps down hard on any dissent. It is one of the world’s top jai­lers of journalists, according to the Reporters Without Borders (RSF) press freedom campaign group.

Huy Duc, whose real name is Truong Huy San, is a former senior army lieutenant.

He was fired from a state news outlet in 2009 for criticising past actions by Vietnam’s former communist ally, the Soviet Union.

Huy Duc spent a year at Harvard University on a Nieman Fellowship in 2012.

During his time abroad, his account of life in Vietnam after the end of the war with the United States, “The Winning Side”, was published.

RSF said previously that his articles were “an invaluable source of information enabling the Vietnamese public to access censored information by the Hanoi regime”.

Rights campaigners say the government has in recent years stepped up a crackdown on civil society. — AFP",Politics,2025-02-28,355,"What was Huy Duc sentenced for by a court in Hanoi, Vietnam?"
1567335,Devotees mark Shivaratri with prayers,"Millions of devotees across India celebrated the Shivaratri festival that honours the Hindu god Shiva, one of the main deities of Hinduism.

The devotees celebrated the festival in temples by pouring water or milk over the Shiva linga, a stone sculpture symbolic of Shiva, the Hindu god of destruction.

Some also observed a fast during the day and stayed up all night, singing and dancing to religious songs.

At some temples, Hindu holy men, also known as Sadhus, smoked marijuana – a practice that is normally illegal but is permitted during the Shivaratri festival – and smeared their bodies with ash in devotion.

The festival was also celebrated in neighbouring Nepal’s Pashupati temple, and many Indian Hindus, who make up 80% of the country’s 1.4 billion people, travelled there for the festival.

This year’s festival coincided with the last day of the Maha Kumbh festival that’s held every 12 years.

This year, the festival started on Jan 13, with more than 500 million people attending so far.

At least 30 people were killed in a stampede at the festival last month, after tens of millions of Hindus gathered to take a dip in sacred river waters.

Hindus believe that bathing at the confluence of the Ganges, Yamuna and mythical Saraswati rivers in the northern city of Prayagraj during the Maha Kumbh, the water will cleanse them of their sins and release them from the cycle of rebirth. — AP",Politics,2025-02-28,239,How many people attended the Shivaratri festival in India this year?
1567334,Tourists step into N. Korea after five-year freeze,"A small group of foreign tourists has visited North Korea in the past week, making them the first international travellers to enter the country in five years except for a group of Russian tourists who went to the North last year.

The latest trip indicates North Korea may be gearing up for a full resumption of its international tourism to bring in much-needed foreign currency to revive its struggling economy, experts say.

The Beijing-based travel company Koryo Tours said it arranged a five-day trip from Feb 20 to Feb 24 for 13 international tourists to the northeastern North Korean border city of Rason, where the country’s special economic zone is located.

Koryo Tours general manager Simon Cockerell said the travellers from the United Kingdom, Canada, Greece, New Zealand, France, Germany, Austria, Australia and Italy crossed by land from China.

He said that in Rason, they visited factories, shops, schools and the statues of Kim Il-sung and Kim Jong-il, the late grandfather and father of current leader Kim Jong-un.

“Since January of 2020, the country has been closed to all tourists, and we are glad to have finally found an opening in the Rason area, in the far north of North Korea,” Cockerell said.

“Our first tour has been and gone, and now more tourists on both group and private visits are going in, arranging trips.”

After the pandemic began, North Korea quickly banned tourists, jetted out diplomats and severely curtailed border traffic in one of the world’s most draconian Covid-19 restrictions.

But since 2022, North Korea has been slowly easing curbs and reopening its borders.

In February 2024, North Korea accepted about 100 Russian tourists, the first foreign nationals to visit the country for sightseeing. — AP",Politics,2025-02-28,287,What city in North Korea did the group of foreign tourists visit during their recent trip organized by Koryo Tours?
1567670,"Over 10 police personnel dismissed in January, says Bukit Aman","MELAKA: A total of 16 police officers and rank-and-file personnel were dismissed in January this year, according to Bukit Aman Integrity and Standards Compliance Department director Datuk Seri Azri Ahmad.

He said that the dismissals included four senior officers holding the rank of inspector, while the rest comprised lower-ranking personnel.

""Most of those dismissed were involved in narcotics-related offences, including drug possession, and were subsequently charged and convicted in court.

""They also underwent a disciplinary process, which in most cases resulted in dismissal,” he told reporters after witnessing the handover of duty ceremony for the Melaka police chief at the state contingent police headquarters (IPK), on Friday (Feb 28).

At the ceremony, acting Melaka police chief Datuk Md Nazri Zawawi handed over his duties to head of Licensing (Firearms Licence) for the Office of the Inspector-General of Police (IGP), Datuk Dzulkhairi Mukhtar.

Meanwhile, Azri said police were drafting a proposal to expedite the dismissal process for officers and personnel convicted of crimes, which will be submitted to the Home Ministry.

He added that the initiative is part of the Royal Malaysia Police’s ongoing efforts to uphold the integrity of the force.

He also said that he would collaborate with various state and federal agencies in Melaka, particularly on traffic management, to enhance convenience for visitors.

""The most important thing is ensuring their safety. I will also work to reduce the ‘fear factor’ among tourists, so they feel comfortable exploring the city, even at night,” he said. - Bernama",Others,2025-02-28,248,How many police officers and personnel were dismissed in Melaka in January 2023 for narcotics-related offences?
1567694,"Malaysia and Indonesia strengthen maritime, security ties","JAKARTA: The Malaysian Maritime Enforcement Agency (MMEA) and the Indonesian Maritime Security Agency (Bakamla) have reaffirmed their commitment to strengthening maritime cooperation to ensure the security of both nations’ waters in the interest of all sea users.

During a meeting in East Jakarta on Thursday (Feb 27), MMEA Director-General Admiral (Maritime) Datuk Mohd Rosli Abdullah and Bakamla Chief Vice Admiral Irvansyah held discussions lasting over an hour.

Topics covered included efforts to enhance cooperation in maritime operations, capacity building, training, social initiatives, and other matters of mutual interest.

Speaking to the media, Mohd Rosli expressed confidence that close collaboration between the two agencies would enable more effective resolution of various challenges in ensuring maritime security.

""To safeguard the waters of both countries, we will expand cooperation in operations, capacity development, training, and social activities to strengthen ties between our agencies,” he said.

Also present at the meeting was the Assistant Defence Attaché (Navy) at the Malaysian Embassy, Commander Nor Izam Baharudin.

Meanwhile, Irvansyah also emphasised the importance of reinforcing ties to ensure the security of both nations’ waters.

""As neighbouring nations, I hope this cooperation will continue to grow so that the maritime waters of both countries remain safe, peaceful, and secure for all sea users,” he said.

The commitment of both agencies marks another step forward in Malaysia and Indonesia’s ongoing efforts to enhance security for regional maritime stability. - Bernama",Politics,2025-02-28,232,What did the Malaysian Maritime Enforcement Agency (MMEA) and the Indonesian Maritime Security Agency (Bakamla) discuss during their meeting in East Jakarta on February 27?
1567274,Nissan to replace CEO after failed Honda deal,"TOKYO: Nissan Motor Co is drawing up plans to replace its chief executive officer (CEO) following another dismal set of earnings and the collapse of talks to combine with Honda Motor Co, according to people familiar with the matter.

Nissan directors are gauging interest in potential candidates to succeed Makoto Uchida, the 22-year company veteran who’s been chief executive officer since late 2019, one of the people said, asking not to be identified because the deliberations are private. Nissan declined to comment.

Uchida, 58, told reporters earlier this month that while he was prepared to relinquish his position if asked, he didn’t want to step down before steadying Nissan’s business.

He braced investors for an 80 billion yen net loss for the fiscal year ending in March, a far cry from the 380 billion yen net profit he was forecasting just nine months ago.

Nissan is staring down a record debt bill coming due next year with all three major credit graders having cut its ratings to junk. — Bloomberg",Business,2025-02-28,170,"Who is the current CEO of Nissan Motor Co, and since when has he held this position?"
1567934,"Ayer Kuning by-election: Perikatan to field PAS candidate, says Muhyiddin","PETALING JAYA: Perikatan Nasional will field a candidate from PAS for the Ayer Kuning by-election, says Tan Sri Muhyiddin Yassin.

The Opposition coalition chairman said this was because PAS contested the seat in the 2022 General Election.

""We will give PAS our full support. It shall be the same party,"" said Muhyiddin after officiating a panel discussion on the future of the bumiputra economy here on Friday (Feb 28).

PAS had contested the seat since 2008 but has yet to capture it as remains a Barisan Nasional and Umno stronghold.

Perak PAS commissioner Razman Zakaria said it did not matter how many times the party had lost.

""We will still contest if Perikatan has decided,"" said Razman.

A by-election is due to be held for Ayer Kuning following the death of its incumbent Ishsam Shahruddin, who was also Tapah Umno chief, on Feb 22.

In the 15th General Election, Ishsam won the seat with a 2,213-vote majority in a five-cornered fight.

Earlier on Friday, the Election Commission (EC) said it would hold a special meeting on March 7 to set the date of the by-election.",Others,2025-02-28,185,Which party will Perikatan Nasional be supporting in the Ayer Kuning by-election?
1567285,KNM secures deal to sell Borsig at higher valuation,"PETALING JAYA: KNM Group Bhd has secured a deal to sell its crown jewel, German-based process equipment maker Borsig GmbH, to Japan’s NGK Insulators Ltd for 270mil (RM1.25bil) higher than the 220.8mil (RM1.03bil) valuation it fetched in 2022.

KNM said in a filing with Bursa Malaysia that its wholly owned subsidiary KNM Process Systems Sdn Bhd (KNMPS) had entered into a conditional sale, purchase and transfer agreement with NGK to dispose of its 100% equity interest in Deutsche KNM GmbH (DKNM), the investment holding company for Borsig.

This is part of KNM’s efforts to regularise its financial position as a Practice Note 17 company and pare down its RM1.27bil debt. The sale proceeds would be used to settle borrowings, reducing its total debt to RM69.42mil and improving its gearing ratio from 3.94 times to 0.22 times.

KNM chairman Tunku Datuk Yaacob Khyra described the disposal as a strategic decision that aligned with the company’s restructuring plan.

“By reducing our debt burden, we are positioning ourselves for future expansion and strategic investments,” he said in a statement.

The DKNM Group contributed 80.82% and 83.08% of KNM Group’s revenue for the financial year ended Dec 31, 2023 (FY23) and the nine-month financial period ended Sept 30, 2024 (9M24), respectively.

KNM said that while listing Borsig was preferred, the deal with NGK offered a valuation comparable to an initial public offering while providing immediate liquidity.

Following the disposal, KNM will focus on growing its Malaysian operations through KNMPS, which designs and manufactures process equipment for the oil and gas, petrochemical, and fertiliser industries.

The company’s fabrication plants in Gebeng, Pahang, and Tanjong Minyak, Melaka, have a combined floor space of 24,000 sq m. Prior to the onset of the Covid-19 pandemic, KNM’s Malaysian operations generated a turnover of RM263mil and earnings of RM19mil.

KNM group chief executive officer Ravindrasingham Balasingham said focusing on its fabrication of processing equipment business would drive long-term value for its stakeholders.

KNM’s stock was suspended from trading yesterday, and will resume today. The counter last traded at 5.5 sen per share, giving it a market capitalisation of about RM223mil.",Business,2025-02-28,351,What was the sale price of KNM Group Bhd's German-based process equipment maker Borsig GmbH to Japan’s NGK Insulators Ltd?
1567298,Creditors approve Sapura Energy’s debt restructuring,"PETALING JAYA: Sapura Energy Bhd , which is saddled with RM10.73bil of debt, has secured approval from its creditors for its proposed debt restructuring plan.

The approval was secured after 52 court-convened meetings, and the plan is now awaiting High Court sanction.

According to Sapura Energy, the creditors including the financing institutions providing the company’s multi-currency financing facilities (MCF Financiers), as well as trade creditors, voted overwhelmingly in all the court convened meetings.

It occured between Feb 21 and Feb 27, 2025.

Sapura Energy group chief executive officer Muhammad Zamri Jusoh said the group is grateful for the support shown by all creditors towards Sapura Energy’s debt restructuring effort.

“We believe we have offered creditors a fair and equitable resolution, as part of our commitment to preserve the Malaysian energy eco-system,” he said.

Sapura Energy and its 22 subsidiaries are undergoing a debt restructuring plan to address RM10.8bil in multi-currency financing and RM1.5bil in outstanding trade creditor payments.

Additionally, Sapura Energy and the majority of the MCF Financiers reached an accord through negotiations mediated by the Corporate Debt Restructuring Committee.

Approvals-in-principle from the MCF Financiers in December 2023 and January this year, enabled the court-convened meetings to take place.

The restructuring scheme will become legally binding once it receives sanction from the High Court and is lodged with the Companies Commission of Malaysia.

Sapura Energy and its subsidiaries have instructed their solicitors to proceed with the necessary filings. Under the restructuring plan, preferred unsecured creditors will receive full cash settlements within 90 days after the restructuring effective date, which is expected to fall in August 2025, subject to fulfilment of certain conditions precedent.

Meanwhile, for unsecured creditors, the admitted claims will be settled through debt, sustainable debts, redeemable convertible unsecured Islamic debt securities issuance of new ordinary shares.

Furthermore, around 7% of the debt will, however, be permanently and irrevocably waived.",Business,2025-02-28,311,What is the total amount of debt that Sapura Energy Bhd is restructuring?
1567286,Sime Motors launches first used EV dealership,"PETALING JAYA: Sime Motors has introduced Malaysia’s first used electric vehicle (EV) dealership for all car brands in the country.

Called EV Next, the dealership will be a one-stop centre for used EV trade-ins and aftersales support.

Sime Motors said it has equipped the dealership with the latest technology and tools, along with certified technicians, to ensure EVs, including their batteries, remain in top-notch condition.

Complementing EV Next is Drivecare, an independent aftersales network under Sime Motors.

The EV Next portfolio offers a wide selection of EV brands including BYD, BMW, MINI, Hyundai, Jaguar, Porsche and Volvo.

Sime Motors’ managing director for South-East Asia, Jeffrey Gan, said the company sees demand for well-maintained used EVs in the market.

“We are confident of delivering high-quality products to our customers.

“Our comprehensive end-to-end service ensures peace of mind throughout their EV ownership experience.

“By doing so, we aim to build trust, reliability and confidence at every stage of the EV ownership experience,” Gan said.

Meanwhile, Sime Motors managing director Andrew Basham said EV Next is designed to cater to diverse lifestyles.

“The demand for EVs has been on a steady growth in Malaysia, reflecting the popularity of sustainable mobility.

“Our unwavering commitment to driving progress toward a greener future ensures we deliver the best products and solutions to our customers across the region.”

Customers looking to trade in their EVs or purchase a used one can visit EV Next showrooms in Glenmarie, Chan Sow Lin and TREC Kuala Lumpur.

EV Next is expanding nationwide, with new locations in Penang, Tebrau and Johor Baru.

Sime Motors is one of the core businesses of Sime Group, representing a wide array of marques from luxury names such as BMW, Rolls-Royce, Jaguar, Land Rover and Porsche to broad appeal brands including Ford, Hyundai and BYD, as well as commercial vehicles.

Sime Motors has a presence in 10 markets, namely, Malaysia, Singapore, mainland China, Hong Kong, Macau, Taiwan, Australia, New Zealand, Thailand and Indonesia.",Business,2025-02-28,327,What is the name of Malaysia's first used electric vehicle dealership introduced by Sime Motors?
1567294,Tex Cycle acquires Meridian World,"PETALING JAYA: Tex Cycle Technology (M) Bhd has entered into a conditional share sale agreement to acquire the entire equity interest in Meridian World Sdn Bhd for RM55mil cash.

In a statement, the waste management and recycling solutions provider said the acquisition marked a strategic expansion to enhance its capabilities in scheduled waste management and chemical processing.

Meridian World’s vendors guaranteed a total audited consolidated profit after tax (PAT) of at least RM12mil for the financial years ended Dec 31, 2024 (FY24), and ending 2025, provided the audited consolidated PAT for FY24 is no less than RM5.3mil.

If the minimum PAT for FY24 is not met, the profit guarantee period will be revised to FY25 and FY26 instead. The profit guarantee will enhance Tex Cycle’s earnings visibility and reinforce confidence in the acquisition’s financial viability.",Business,2025-02-28,135,What is the total amount Tex Cycle Technology (M) Bhd is paying to acquire Meridian World Sdn Bhd?
1567290,Ringgit falls on impending US tariffs,"KUALA LUMPUR: The ringgit weakened further against the US dollar amid mixed market sentiments following the US government’s preparations to impose 25% tariffs on Canada and Mexico in early March.

At 6pm, the ringgit fell to 4.4410/4480 from 4.4260/4305 at Wednesday’s close.

Bank Muamalat Malaysia Bhd chief economist Mohd Afzanizam Abdul Rashid observed that the ringgit was generally weaker against the greenback, just shy of the immediate resistant level of RM4.45.

He also noted that Asian currencies were also weaker against the US dollar.

The decline in the US Treasury yields and the lacklustre performance in the global equities market suggest that risk-off mode may have prevailed. The 10-year US Treasury yield has declined by 33 basis points to 4.25%. — Bernama",Business,2025-02-28,122,"What was the exchange rate of the ringgit against the US dollar at 6pm, according to the news report from Kuala Lumpur?"
1567291,7-Eleven 4Q revenue rises to RM745mil,"PETALING JAYA: 7-Eleven Malaysia Holdings Bhd expects potential headwinds, such as the rationalisation of RON95 fuel subsidies in June 2025 and a potential hike in the base electricity tariff for Peninsular Malaysia in July 2025, to lead to inflationary pressures.

This, the company said in a filing with Bursa Malaysia, could potentially affect lower and middle-income households.

For the fourth quarter ended Dec 31, 2024, 7-Eleven reported a net loss of RM2.66mil compared with a net profit of RM206.34mil in the previous corresponding period, while revenue rose to RM745.49mil from RM694.28mil a year earlier.

For the financial year ended Dec 31, 2024, 7-Eleven’s net profit plunged to RM41.61mil from RM261.77mil a year earlier.

Revenue rose to RM2.93bil from RM2.78bil previously.",Business,2025-02-28,120,"What was the net loss reported by 7-Eleven Malaysia Holdings Bhd for the fourth quarter ended December 31, 2024?"
1567293,Citaglobal bags projects worth RM36mil,"PETALING JAYA: Citaglobal Bhd ’s wholly-owned subsidiary Citaglobal Land Sdn Bhd has accepted two letters of awards from Jeffa Energy (S) Sdn Bhd and Soonlilee Construction Sdn Bhd respectively, for works amounting to RM29.85mil and RM6.28mil each.

In a statement, Citaglobal said the sub-contract awards have a duration of 16 months each.

The first letter of award from Jeffa Energy was for the construction and completion of station works for the development of the Kuching Urban Transportation system (KUTS).

The second letter of award from Soonlilee, was for four station steel structure material purchases for the phase one development of KUTS projects.”

The contracts are expected to contribute positively to the earnings and net assets per share of the company for the financial years ending Dec 31, 2025 and 2026.",Business,2025-02-28,130,What are the two specific types of works that Citaglobal Land Sdn Bhd has been awarded contracts for in relation to the Kuching Urban Transportation system (KUTS)?
1567965,Body of elderly woman found floating in Melaka River,"MELAKA: The body of an elderly woman who was believed to have drowned was found in the Melaka River here on Thursday (Feb 27).

Melaka Tengah OCPD Asst Comm Christopher Patit said the body of Ng Ah Lek, 72, who was fully clothed, was found floating by a tourist before lodging a police report at about 1.15pm.

""Acting on the report received, a police team from the Central Melaka Police Station went to the scene and found that the body of the woman had been lifted from the river and placed on the sidewalk by the Melaka River and Coastal Development Corporation (PPSPM) officers.

""As a result of observation, it was found that the victim was fully clothed, wearing shoes and socks and no elements of criminal act were found on the woman's body,"" he said in a statement here on Friday (Feb 28).

He said the result of the autopsy conducted on the body of the single woman revealed that the cause of death was drowning, and the victim's body had been handed over to her brother.- Bernama",Others,2025-02-28,179,"What was the cause of death for the elderly woman, Ng Ah Lek, whose body was found in the Melaka River?"
1567225,KL ‘iftar’ spread pays homage to Malaysia’s culinary heritage,"During the Ramadan month, diners can experience exquisite flavours while being entertained by live ghazal performances.

Parkroyal Collection Kuala Lumpur’s Thyme restaurant has lined up an impressive array of live-­action stalls and dishes that pay homage to Malaysia’s culinary heritage.

Its Nostalgia Ramadan Buffet Dinner available throughout the fasting month is priced at RM248nett per adult and RM124nett per child.

Buffet highlights include a live kerabu lobster action stall and live barbecue action stall.

The latter features fish fillet, lamb chop and beef steak, enhanced with Korean and Japanese flavours.

Malaysian specialities include chef’s creations like ayam kampung berlado hijau (chicken in green chilli sambal), rendang itik serati (duck rendang) and pesamah daging (a spicy north Malaysian curry) made with Australian Angus beef.

There are also hearty soups featuring beef tongue, lamb ribs and oxtail.

Cap your evening with sweet delights like durian cendol, onde onde Burnt Gula Melaka cheesecake and waffles dipped in chocolate.

Seasonal fruits and apam balik are also available.

Meanwhile, the Koleksi Iftar Banquet Buffet Dinner is available on March 7, 8, 14, 15 and 21, priced at RM218nett per person.

The banquet setting offers a spread of Ramadan favourites designed to bring people together in a spirit of harmony and joy.

Menu highlights include Ren­dang Kambing Golek (roast lamb) with bukhari rice and condiments, ayam kampung berlado hijau, rendang itik serati, wok-fried tiger prawns with crispy oats, stir-fried sliced beef with ginger and onions, Hainan chicken rice, Nyonya curry laksa, Bubur Lambuk Pantai Timur, satay and assorted Malay kuih.

For reservations, call 03-2782 8503, WhatsApp 010-229 7156 or email dining.prckul@panpacific.com",Food,2025-02-28,265,What is the price of the Nostalgia Ramadan Buffet Dinner for adults at Parkroyal Collection Kuala Lumpur’s Thyme restaurant?
